0,1,2,3,4,5,6,7,8,9,10,11
0,211863,20000000,0,1,40,40,0,1,0,0,0
30024682,0,41,28366097,66,52,243,0,64,3,0,2
28198869,0,380,28160776,5,52,237,0,4,1,0,1
30025731,0,43,28380884,92,19,1460,0,92,3,0,2
28203975,0,5224,28182395,4,4,516,0,4,1,0,1
120519593,0,50,120183909,11,52,1460,0,11,4,0,1
0,90575951,20000000,0,1,52,52,0,1,0,0,0
7274032842,1512103113,24,234159539,300,13,1400,0,298,22,0,2
7274032842,1512103113,20000000,0,0,13,1400,0,0,0,0,0
45826,0,1487,44339,3,52,60,0,2,0,0,1
27322,0,27322,27322,2,52,60,0,2,0,0,1
300733031,0,20,276586177,13,40,186,0,12,3,0,1
9213280,0,76,5953841,19,40,1400,0,19,8,0,1
644277860,115977,1650,644145149,6,40,411,0,6,1,0,2
630,795,630,630,2,22,278,0,2,1,0,0
249401,644147285,1333,124032,7,40,197,0,5,2,0,2
0,9946,20000000,0,1,40,40,0,1,0,0,0
23172290,0,3614,23045618,5,40,459,0,5,2,0,1
300107866,0,53,290626397,26,13,1400,0,25,5,0,1
15233,0,640,14593,3,52,60,0,2,0,0,1
300326695,0,175,276997770,8,40,186,0,7,2,0,1
79919,0,79919,79919,2,52,60,0,2,0,0,1
6170443490,291668650,43,6161789745,18,40,1400,0,16,8,2,1
601298712,118804,2345,601179871,5,40,411,0,5,1,0,2
235937,601178691,177,116689,7,40,197,0,5,2,0,2
831,7387,831,831,2,22,278,0,2,1,0,0
0,9021,20000000,0,1,40,40,0,1,0,0,0
23142891,0,713,22986302,6,40,459,0,6,3,0,1
600563999,34782,105,600547230,4,52,60,0,3,0,0,1
300168818,0,93,276875399,9,40,186,0,8,2,0,1
15476,600572506,15476,15476,2,52,60,0,2,0,0,1
300056941,103197,3625,299913822,6,40,411,0,6,1,0,2
238563,299920580,122,116959,7,40,197,0,5,2,0,2
497,9329,497,497,2,22,278,0,2,1,0,0
0,10936,20000000,0,1,40,40,0,1,0,0,0
23204065,0,1533,23077027,5,40,459,0,5,2,0,1
